strategy,channel,band,frequency_thz,wavelength_nm,launch_power_dbm
flat,97,S,203.88766646153843,1470.3805443599656,0.0
flat,98,S,204.08766646153845,1468.9396140285512,0.0
flat,99,S,204.28766646153844,1467.5015050722234,0.0
flat,100,S,204.48766646153842,1466.0662092126088,0.0
flat,101,S,204.68766646153844,1464.6337182036912,0.0
flat,102,S,204.88766646153843,1463.20402383165,0.0
flat,103,S,205.08766646153845,1461.7771179147053,0.0
flat,104,S,205.28766646153844,1460.3529923029616,0.0
fixed,0,L,184.48766646153842,1625.0,-3.346491930137331
fixed,1,L,184.68766646153844,1623.2402723136488,-3.288799622445023
fixed,2,L,184.88766646153843,1621.4843517556365,-3.2311073147527156
fixed,3,L,185.08766646153845,1619.7322259843686,-3.1734150070604077
fixed,4,L,185.28766646153844,1617.9838827115361,-3.1157226993681
fixed,5,L,185.48766646153842,1616.2393097018291,-3.0580303916757923
fixed,6,L,185.68766646153844,1614.4984947726516,-3.0003380839834843
fixed,7,L,185.88766646153843,1612.7614257938374,-2.942645776291177
fixed,8,L,186.08766646153845,1611.028090687368,-2.884953468598869
fixed,9,L,186.28766646153844,1609.2984774270933,-2.8272611609065614
fixed,10,L,186.48766646153842,1607.572574038454,-2.769568853214254
fixed,11,L,186.68766646153844,1605.8503685982037,-2.711876545521946
fixed,12,L,186.88766646153843,1604.1318492341356,-2.6541842378296385
fixed,13,L,187.08766646153845,1602.4170041248094,-2.5964919301373306
fixed,14,L,187.28766646153844,1600.7058214992799,-2.538799622445023
fixed,15,L,187.48766646153842,1598.9982896368278,-2.4811073147527156
fixed,16,L,187.68766646153844,1597.2943968666925,-2.4234150070604077
fixed,17,L,187.88766646153843,1595.594131567806,-2.3657226993681
fixed,18,L,188.08766646153845,1593.897482168528,-2.3080303916757923
fixed,19,L,188.28766646153844,1592.2044371463846,-2.2503380839834843
fixed,20,L,188.48766646153842,1590.5149850278065,-2.192645776291177
fixed,21,L,188.68766646153844,1588.8291143878705,-2.1349534685988694
fixed,22,L,188.88766646153843,1587.146813850041,-2.077261160906562
fixed,23,L,189.08766646153845,1585.4680720859158,-2.019568853214254
fixed,24,L,189.28766646153844,1583.7928778149692,-1.961876545521946
fixed,25,L,189.48766646153842,1582.1212198043024,-1.9041842378296385
fixed,26,L,189.68766646153844,1580.45308686839,-1.8464919301373306
fixed,27,L,189.88766646153843,1578.7884678688315,-1.788799622445023
fixed,28,L,190.08766646153845,1577.127351714104,-1.7311073147527156
fixed,29,L,190.28766646153844,1575.469727359314,-1.6734150070604077
fixed,30,L,190.48766646153842,1573.8155838059542,-1.6157226993681002
fixed,31,L,190.68766646153844,1572.1649101016603,-1.5580303916757923
fixed,32,L,190.88766646153843,1570.5176953399687,-1.5003380839834848
fixed,33,L,191.08766646153845,1568.8739286600755,-1.4426457762911769
fixed,34,L,191.28766646153844,1567.2335992465999,-1.3849534685988694
fixed,35,L,191.48766646153842,1565.5966963293447,-1.3272611609065614
fixed,36,C,191.68766646153844,1563.9632091830617,-1.269568853214254
fixed,37,C,191.88766646153843,1562.3331271272182,-1.2118765455219465
fixed,38,C,192.08766646153845,1560.7064395257632,-1.1541842378296385
fixed,39,C,192.28766646153844,1559.0831357868954,-1.0964919301373308
fixed,40,C,192.48766646153842,1557.4632053628354,-1.038799622445023
fixed,41,C,192.68766646153844,1555.846637749595,-0.9811073147527154
fixed,42,C,192.88766646153843,1554.233422486752,-0.9234150070604078
fixed,43,C,193.08766646153845,1552.6235491572234,-0.8657226993681001
fixed,44,C,193.28766646153844,1551.0170073870415,-0.8080303916757924
fixed,45,C,193.48766646153842,1549.4137868451314,-0.7503380839834847
fixed,46,C,193.68766646153844,1547.8138772430889,-0.692645776291177
fixed,47,C,193.88766646153843,1546.2172683349609,-0.6349534685988694
fixed,48,C,194.08766646153845,1544.623949917027,-0.5772611609065617
fixed,49,C,194.28766646153844,1543.0339118275813,-0.519568853214254
fixed,50,C,194.48766646153842,1541.4471439467163,-0.46187654552194624
fixed,51,C,194.68766646153844,1539.8636361961098,-0.4041842378296385
fixed,52,C,194.88766646153843,1538.2833785388095,-0.3464919301373308
fixed,53,C,195.08766646153845,1536.7063609790223,-0.28879962244502316
fixed,54,C,195.28766646153844,1535.1325735619027,-0.23110731475271545
fixed,55,C,195.48766646153842,1533.5620063733443,-0.17341500706040774
fixed,56,C,195.68766646153844,1531.99464953977,-0.11572269936810009
fixed,57,C,195.88766646153843,1530.4304932279274,-0.05803039167579238
fixed,58,S,196.08766646153845,1528.8695276446808,-0.0003380839834846716
fixed,59,S,196.28766646153844,1527.3117430368086,0.05735422370882304
fixed,60,S,196.48766646153842,1525.7571296907993,0.11504653140113064
fixed,61,S,196.68766646153844,1524.2056779326492,0.17273883909343846
fixed,62,S,196.88766646153843,1522.6573781276634,0.23043114678574605
fixed,63,S,197.08766646153845,1521.1122206802543,0.28812345447805376
fixed,64,S,197.28766646153844,1519.5701960337447,0.3458157621703615
fixed,65,S,197.48766646153842,1518.0312946701704,0.4035080698626692
fixed,66,S,197.68766646153844,1516.4955071100846,0.4612003775549768
fixed,67,S,197.88766646153843,1514.9628239123624,0.5188926852472845
fixed,68,S,198.08766646153845,1513.433235674009,0.5765849929395923
fixed,69,S,198.28766646153844,1511.9067330299654,0.6342773006318999
fixed,70,S,198.48766646153842,1510.3833066529185,0.6919696083242076
fixed,71,S,198.68766646153844,1508.862947253111,0.7496619160165153
fixed,72,S,198.88766646153843,1507.345645578153,0.807354223708823
fixed,73,S,199.08766646153845,1505.8313924128324,0.8650465314011307
fixed,74,S,199.28766646153844,1504.3201785789313,0.9227388390934385
fixed,75,S,199.48766646153842,1502.8119949350378,0.9804311467857459
fixed,76,S,199.68766646153844,1501.3068323763632,1.0381234544780535
fixed,77,S,199.88766646153843,1499.8046818345586,1.0958157621703615
fixed,78,S,200.08766646153845,1498.3055342775322,1.1535080698626694
fixed,79,S,200.28766646153844,1496.8093807092691,1.211200377554977
fixed,80,S,200.48766646153842,1495.3162121696507,1.2688926852472844
fixed,81,S,200.68766646153844,1493.8260197342763,1.3265849929395923
fixed,82,S,200.88766646153843,1492.3387945142847,1.3842773006318998
fixed,83,S,201.08766646153845,1490.8545276561783,1.4419696083242077
fixed,84,S,201.28766646153844,1489.3732103416462,1.4996619160165157
fixed,85,S,201.48766646153842,1487.894833787391,1.5573542237088231
fixed,86,S,201.68766646153844,1486.4193892449543,1.6150465314011306
fixed,87,S,201.88766646153843,1484.946868000544,1.6727388390934386
fixed,88,S,202.08766646153845,1483.477261374864,1.730431146785746
fixed,89,S,202.28766646153844,1482.0105607229418,1.788123454478054
fixed,90,S,202.48766646153842,1480.5467574339602,1.8458157621703615
fixed,91,S,202.68766646153844,1479.085842931089,1.9035080698626694
fixed,92,S,202.88766646153843,1477.6278086713164,1.961200377554977
fixed,93,S,203.08766646153845,1476.1726461452838,2.0188926852472844
fixed,94,S,203.28766646153844,1474.7203468771188,2.0765849929395923
fixed,95,S,203.48766646153842,1473.270902424272,2.1342773006319
fixed,96,S,203.68766646153844,1471.8243043773525,2.1919696083242077
fixed,97,S,203.88766646153843,1470.3805443599656,2.2496619160165157
fixed,98,S,204.08766646153845,1468.9396140285512,2.307354223708823
fixed,99,S,204.28766646153844,1467.5015050722234,2.365046531401131
fixed,100,S,204.48766646153842,1466.0662092126088,2.4227388390934386
fixed,101,S,204.68766646153844,1464.6337182036912,2.480431146785746
fixed,102,S,204.88766646153843,1463.20402383165,2.538123454478054
fixed,103,S,205.08766646153845,1461.7771179147053,2.5958157621703615
fixed,104,S,205.28766646153844,1460.3529923029616,2.6535080698626694
adaptive,0,L,184.48766646153842,1625.0,-5.0
adaptive,1,L,184.68766646153844,1623.2402723136488,-5.0
adaptive,2,L,184.88766646153843,1621.4843517556365,-5.0
adaptive,3,L,185.08766646153845,1619.7322259843686,-5.0
adaptive,4,L,185.28766646153844,1617.9838827115361,-5.0
adaptive,5,L,185.48766646153842,1616.2393097018291,-5.0
adaptive,6,L,185.68766646153844,1614.4984947726516,-5.0
adaptive,7,L,185.88766646153843,1612.7614257938374,-5.0
adaptive,8,L,186.08766646153845,1611.028090687368,-5.0
adaptive,9,L,186.28766646153844,1609.2984774270933,-5.0
adaptive,10,L,186.48766646153842,1607.572574038454,-5.0
adaptive,11,L,186.68766646153844,1605.8503685982037,-5.0
adaptive,12,L,186.88766646153843,1604.1318492341356,-5.0
adaptive,13,L,187.08766646153845,1602.4170041248094,-5.0
adaptive,14,L,187.28766646153844,1600.7058214992799,-5.0
adaptive,15,L,187.48766646153842,1598.9982896368278,-5.0
adaptive,16,L,187.68766646153844,1597.2943968666925,-5.0
adaptive,17,L,187.88766646153843,1595.594131567806,-5.0
adaptive,18,L,188.08766646153845,1593.897482168528,-5.0
adaptive,19,L,188.28766646153844,1592.2044371463846,-5.0
adaptive,20,L,188.48766646153842,1590.5149850278065,-5.0
adaptive,21,L,188.68766646153844,1588.8291143878705,-5.0
adaptive,22,L,188.88766646153843,1587.146813850041,-5.0
adaptive,23,L,189.08766646153845,1585.4680720859158,-5.0
adaptive,24,L,189.28766646153844,1583.7928778149692,-5.0
adaptive,25,L,189.48766646153842,1582.1212198043024,-5.0
adaptive,26,L,189.68766646153844,1580.45308686839,-5.0
adaptive,27,L,189.88766646153843,1578.7884678688315,-5.0
adaptive,28,L,190.08766646153845,1577.127351714104,-5.0
adaptive,29,L,190.28766646153844,1575.469727359314,-5.0
adaptive,30,L,190.48766646153842,1573.8155838059542,-5.0
adaptive,31,L,190.68766646153844,1572.1649101016603,-5.0
adaptive,32,L,190.88766646153843,1570.5176953399687,-5.0
adaptive,33,L,191.08766646153845,1568.8739286600755,-5.0
adaptive,34,L,191.28766646153844,1567.2335992465999,-5.0
adaptive,35,L,191.48766646153842,1565.5966963293447,-5.0
adaptive,36,C,191.68766646153844,1563.9632091830617,-3.959832915886383
adaptive,37,C,191.88766646153843,1562.3331271272182,-3.9021406081940757
adaptive,38,C,192.08766646153845,1560.7064395257632,-3.844448300501768
adaptive,39,C,192.28766646153844,1559.0831357868954,-3.78675599280946
adaptive,40,C,192.48766646153842,1557.4632053628354,-3.7290636851171524
adaptive,41,C,192.68766646153844,1555.846637749595,-3.671371377424845
adaptive,42,C,192.88766646153843,1554.233422486752,-3.6136790697325374
adaptive,43,C,193.08766646153845,1552.6235491572234,-3.5559867620402295
adaptive,44,C,193.28766646153844,1551.0170073870415,-3.4982944543479215
adaptive,45,C,193.48766646153842,1549.4137868451314,-3.440602146655614
adaptive,46,C,193.68766646153844,1547.8138772430889,-3.3829098389633065
adaptive,47,C,193.88766646153843,1546.2172683349609,-3.3252175312709986
adaptive,48,C,194.08766646153845,1544.623949917027,-3.267525223578691
adaptive,49,C,194.28766646153844,1543.0339118275813,-3.209832915886383
adaptive,50,C,194.48766646153842,1541.4471439467163,-3.1521406081940757
adaptive,51,C,194.68766646153844,1539.8636361961098,-3.094448300501768
adaptive,52,C,194.88766646153843,1538.2833785388095,-3.0367559928094603
adaptive,53,C,195.08766646153845,1536.7063609790223,-2.9790636851171524
adaptive,54,C,195.28766646153844,1535.1325735619027,-2.921371377424845
adaptive,55,C,195.48766646153842,1533.5620063733443,-2.863679069732537
adaptive,56,C,195.68766646153844,1531.99464953977,-2.8059867620402295
adaptive,57,C,195.88766646153843,1530.4304932279274,-2.7482944543479215
adaptive,58,S,196.08766646153845,1528.8695276446808,1.309397853344386
adaptive,59,S,196.28766646153844,1527.3117430368086,1.3670901610366935
adaptive,60,S,196.48766646153842,1525.7571296907993,1.424782468729001
adaptive,61,S,196.68766646153844,1524.2056779326492,1.4824747764213093
adaptive,62,S,196.88766646153843,1522.6573781276634,1.5401670841136168
adaptive,63,S,197.08766646153845,1521.1122206802543,1.5978593918059243
adaptive,64,S,197.28766646153844,1519.5701960337447,1.6555516994982318
adaptive,65,S,197.48766646153842,1518.0312946701704,1.7132440071905402
adaptive,66,S,197.68766646153844,1516.4955071100846,1.7709363148828476
adaptive,67,S,197.88766646153843,1514.9628239123624,1.8286286225751551
adaptive,68,S,198.08766646153845,1513.433235674009,1.8863209302674626
adaptive,69,S,198.28766646153844,1511.9067330299654,1.944013237959771
adaptive,70,S,198.48766646153842,1510.3833066529185,2.0017055456520785
adaptive,71,S,198.68766646153844,1508.862947253111,2.059397853344386
adaptive,72,S,198.88766646153843,1507.345645578153,2.1170901610366935
adaptive,73,S,199.08766646153845,1505.8313924128324,2.174782468729001
adaptive,74,S,199.28766646153844,1504.3201785789313,2.2324747764213093
adaptive,75,S,199.48766646153842,1502.8119949350378,2.290167084113617
adaptive,76,S,199.68766646153844,1501.3068323763632,2.3478593918059243
adaptive,77,S,199.88766646153843,1499.8046818345586,2.4055516994982327
adaptive,78,S,200.08766646153845,1498.3055342775322,2.46324400719054
adaptive,79,S,200.28766646153844,1496.8093807092691,2.5209363148828476
adaptive,80,S,200.48766646153842,1495.3162121696507,2.578628622575155
adaptive,81,S,200.68766646153844,1493.8260197342763,2.6363209302674626
adaptive,82,S,200.88766646153843,1492.3387945142847,2.694013237959771
adaptive,83,S,201.08766646153845,1490.8545276561783,2.7517055456520785
adaptive,84,S,201.28766646153844,1489.3732103416462,2.809397853344386
adaptive,85,S,201.48766646153842,1487.894833787391,2.8670901610366943
adaptive,86,S,201.68766646153844,1486.4193892449543,2.924782468729001
adaptive,87,S,201.88766646153843,1484.946868000544,2.9824747764213093
adaptive,88,S,202.08766646153845,1483.477261374864,3.0
adaptive,89,S,202.28766646153844,1482.0105607229418,3.0
adaptive,90,S,202.48766646153842,1480.5467574339602,3.0
adaptive,91,S,202.68766646153844,1479.085842931089,3.0
adaptive,92,S,202.88766646153843,1477.6278086713164,3.0
adaptive,93,S,203.08766646153845,1476.1726461452838,3.0
adaptive,94,S,203.28766646153844,1474.7203468771188,3.0
adaptive,95,S,203.48766646153842,1473.270902424272,3.0
adaptive,96,S,203.68766646153844,1471.8243043773525,3.0
adaptive,97,S,203.88766646153843,1470.3805443599656,3.0
adaptive,98,S,204.08766646153845,1468.9396140285512,3.0
adaptive,99,S,204.28766646153844,1467.5015050722234,3.0
adaptive,100,S,204.48766646153842,1466.0662092126088,3.0
adaptive,101,S,204.68766646153844,1464.6337182036912,3.0
adaptive,102,S,204.88766646153843,1463.20402383165,3.0
adaptive,103,S,205.08766646153845,1461.7771179147053,3.0
adaptive,104,S,205.28766646153844,1460.3529923029616,3.0
