strategy,channel,band,frequency_thz,wavelength_nm,launch_power_dbm
fixed,38,C,195.23766646153842,1535.5257181331795,2.3432207457827103
fixed,39,C,195.28766646153844,1535.1325735619027,2.49322074578271
fixed,40,C,195.33766646153845,1534.7396302547133,2.64322074578271
adaptive,0,C,193.33766646153845,1550.6158912890319,-3.35677925421729
adaptive,1,C,193.38766646153843,1550.2149826065752,-3.2067792542172895
adaptive,2,C,193.43766646153844,1549.8142811788327,-3.05677925421729
adaptive,3,C,193.48766646153842,1549.4137868451314,-2.9067792542172897
adaptive,4,C,193.53766646153844,1549.0134994449645,-2.75677925421729
adaptive,5,C,193.58766646153845,1548.6134188179913,-2.60677925421729
adaptive,6,C,193.63766646153843,1548.213544804036,-2.4567792542172895
adaptive,7,C,193.68766646153844,1547.8138772430889,-2.30677925421729
adaptive,8,C,193.73766646153842,1547.4144159753055,-2.1567792542172897
adaptive,9,C,193.78766646153844,1547.0151608410054,-2.00677925421729
adaptive,10,C,193.83766646153845,1546.6161116806743,-1.8567792542172898
adaptive,11,C,193.88766646153843,1546.2172683349609,-1.70677925421729
adaptive,12,C,193.93766646153844,1545.8186306446798,-1.55677925421729
adaptive,13,C,193.98766646153842,1545.4201984508086,-1.4067792542172897
adaptive,14,C,194.03766646153844,1545.0219715944893,-1.2567792542172898
adaptive,15,C,194.08766646153845,1544.623949917027,-1.1067792542172898
adaptive,16,C,194.13766646153843,1544.2261332598914,-0.9567792542172902
adaptive,17,C,194.18766646153844,1543.8285214647144,-0.80677925421729
adaptive,18,C,194.23766646153842,1543.4311143732916,-0.6567792542172901
adaptive,19,C,194.28766646153844,1543.0339118275813,-0.5067792542172901
adaptive,20,C,194.33766646153845,1542.636913669704,-0.35677925421729006
adaptive,21,C,194.38766646153843,1542.2401197419435,-0.20677925421729004
adaptive,22,C,194.43766646153844,1541.843529886745,-0.05677925421729002
adaptive,23,C,194.48766646153842,1541.4471439467163,0.09322074578270989
adaptive,24,C,194.53766646153844,1541.050961764627,0.24322074578271002
adaptive,25,C,194.58766646153845,1540.6549831834075,0.39322074578270994
adaptive,26,C,194.63766646153843,1540.2592080461504,0.5432207457827098
adaptive,27,C,194.68766646153844,1539.8636361961098,0.6932207457827098
adaptive,28,C,194.73766646153842,1539.4682674766998,0.8432207457827101
adaptive,29,C,194.78766646153844,1539.0731017314956,0.99322074578271
adaptive,30,C,194.83766646153845,1538.6781388042334,1.1432207457827102
adaptive,31,C,194.88766646153843,1538.2833785388095,1.29322074578271
adaptive,32,C,194.93766646153844,1537.8888207792802,1.44322074578271
adaptive,33,C,194.98766646153842,1537.494465369862,1.5932207457827103
adaptive,34,C,195.03766646153844,1537.1003121549306,1.7432207457827098
adaptive,35,C,195.08766646153845,1536.7063609790223,1.8932207457827102
adaptive,36,C,195.13766646153843,1536.3126116868318,2.0432207457827105
adaptive,37,C,195.18766646153844,1535.919064123213,2.19322074578271
adaptive,38,C,195.23766646153842,1535.5257181331795,2.3432207457827103
adaptive,39,C,195.28766646153844,1535.1325735619027,2.49322074578271
adaptive,40,C,195.33766646153845,1534.7396302547133,2.64322074578271
