strategy,channel,band,frequency_thz,wavelength_nm,launch_power_dbm
fixed,33,S,196.88766646153843,1522.6573781276634,1.5932207457827103
fixed,34,S,197.08766646153845,1521.1122206802543,1.7432207457827098
fixed,35,S,197.28766646153844,1519.5701960337447,1.8932207457827102
fixed,36,S,197.48766646153842,1518.0312946701704,2.0432207457827105
fixed,37,S,197.68766646153844,1516.4955071100846,2.19322074578271
fixed,38,S,197.88766646153843,1514.9628239123624,2.3432207457827103
fixed,39,S,198.08766646153845,1513.433235674009,2.49322074578271
fixed,40,S,198.28766646153844,1511.9067330299654,2.64322074578271
adaptive,0,L,190.28766646153844,1575.469727359314,0.3936755954406893
adaptive,1,L,190.48766646153842,1573.8155838059542,0.4086754211654433
adaptive,2,L,190.68766646153844,1572.1649101016603,0.4236752468901972
adaptive,3,L,190.88766646153843,1570.5176953399687,0.4386750726149511
adaptive,4,L,191.08766646153845,1568.8739286600755,0.4536748983397051
adaptive,5,L,191.28766646153844,1567.2335992465999,0.468674724064459
adaptive,6,L,191.48766646153842,1565.5966963293447,0.40367489833970505
adaptive,7,C,191.68766646153844,1563.9632091830617,0.3386750726149511
adaptive,8,C,191.88766646153843,1562.3331271272182,0.2736752468901972
adaptive,9,C,192.08766646153845,1560.7064395257632,0.20867542116544327
adaptive,10,C,192.28766646153844,1559.0831357868954,0.14367559544068934
adaptive,11,C,192.48766646153842,1557.4632053628354,0.11867559544068931
adaptive,12,C,192.68766646153844,1555.846637749595,0.09367559544068929
adaptive,13,C,192.88766646153843,1554.233422486752,0.06867559544068934
adaptive,14,C,193.08766646153845,1552.6235491572234,0.043675595440689316
adaptive,15,C,193.28766646153844,1551.0170073870415,0.01867559544068935
adaptive,16,C,193.48766646153842,1549.4137868451314,-0.006324404559310673
adaptive,17,C,193.68766646153844,1547.8138772430889,-0.031324404559310695
adaptive,18,C,193.88766646153843,1546.2172683349609,-0.05632440455931066
adaptive,19,C,194.08766646153845,1544.623949917027,-0.08132440455931068
adaptive,20,C,194.28766646153844,1543.0339118275813,-0.10632440455931065
adaptive,21,C,194.48766646153842,1541.4471439467163,-0.0913245788345567
adaptive,22,C,194.68766646153844,1539.8636361961098,-0.07632475310980277
adaptive,23,C,194.88766646153843,1538.2833785388095,-0.06132492738504883
adaptive,24,C,195.08766646153845,1536.7063609790223,-0.04632510166029488
adaptive,25,C,195.28766646153844,1535.1325735619027,-0.031325275935541005
adaptive,26,C,195.48766646153842,1533.5620063733443,-0.05632527593554103
adaptive,27,C,195.68766646153844,1531.99464953977,-0.08132527593554104
adaptive,28,C,195.88766646153843,1530.4304932279274,-0.10632527593554106
adaptive,29,S,196.08766646153845,1528.8695276446808,-0.13132527593554108
adaptive,30,S,196.28766646153844,1527.3117430368086,-0.156325275935541
adaptive,31,S,196.48766646153842,1525.7571296907993,-0.181325275935541
adaptive,32,S,196.68766646153844,1524.2056779326492,-0.20632527593554104
adaptive,33,S,196.88766646153843,1522.6573781276634,-0.23132527593554106
adaptive,34,S,197.08766646153845,1521.1122206802543,-0.2563252759355411
adaptive,35,S,197.28766646153844,1519.5701960337447,-0.281325275935541
adaptive,36,S,197.48766646153842,1518.0312946701704,-0.34632510166029495
adaptive,37,S,197.68766646153844,1516.4955071100846,-0.411324927385049
adaptive,38,S,197.88766646153843,1514.9628239123624,-0.47632475310980293
adaptive,39,S,198.08766646153845,1513.433235674009,-0.541324578834557
adaptive,40,S,198.28766646153844,1511.9067330299654,-0.6063244045593107
